name,degree,addr,tel,review,type,r_review,,,,,,,,,,
산지물 본점,4.2,제주특별자치도 제주시 임항로 26,064-752-5599,194,"해물,생선",여기 물회 맛이 없어요 ㅠㅠ몸국도 별로에요/0 구성이 다양해 하나씩 맛보기 좋음!!! 진짜 맛집 인정/0 음식들도 하나하나 맛있었고.직원분들도 친절해서 가족들 모두 만족했네요11살 꼬맹이도 밥한그릇 다 먹었을정도로 맛있었던 성게미역국 또 먹고싶어요/0,,,,,,,,,,
올레왕갈치 서귀포올레시장점,4.4,제주특별자치도 서귀포시 중앙로42번길 9 1층,064-732-2022,317,"해물,생선","2023.03 재방문작년에 너무 맛있게 먹어서 별5개 후기 작성하고 올해 재방문 했는데 실망입니다.저희 부부랑 어른들은(4인) 갈치정식을 주문하고 같이간 친구들은(4인) 갈치 가격이 부담스러워 고등어정식 주문하겟다고 했는데 일행은 다 같은걸 주문해야한다고 하시네요.4인씩 각 테이블에 메뉴 통일해서 시키겠다고 한건데 일행이니 따로 앉앗어도 같은 메뉴를 시켜야한다고 하시는게 이해가 안가네요. 이게 강매가 아니고 뭔가요?? 알았으면 서로 모른척 들어가서 식사할껄 그랬어요.2022.08 작성갈치정식 먹었는데 반찬부터 갈치구이, 갈치조림까지 다 너무 맛있어요. 이번 제주 여행 중에 가장 맛있게 먹은 식사였습니다!적당히 간 되어있는 갈치구이 그냥 먹어도 맛잇고 직접 다리신 간장 찍어서 밥에 살 가득 올려 먹으니 밥도둑이 따로 없어요.갈치조림도 전혀 비리지 않고 양념 배인 고사리 부드럽고 고소해 새로운 맛이였어요!갈치조림 조금 매운데 주문시 말하면 맵기 조절도 해주세요!직원분들 다들 친절하셔서 기분 좋게 식사했어요!다음에 제주 가면 또 갈게요 :)/0 양도 작고 맵기만 하고 맛없고 맛이 옶어요 아무 가격은 엄청 비싸요 고기 먹을껄 제주도 좋은 기억이 싹 사라짐/0",,,,,,,,,,
산지해장국,4.4,제주특별자치도 제주시 임항로 34 1층,064-723-4978,321,해장국,"내장탕보다 해장국 더 내취향마싯음/0 저는 해장국을 먹었지만 일행들은 내장탕을 시켰어요. 첫 방문이라 다 먹어보고 싶어 일부러 해장국도 시켜본 것이었는데 진짜 여기저기서 해장국 많이 먹어봤지만 한입 먹고 깜짝 놀랐어요. 우리 모두 먹어본 중 제일 맛있었다고 여행 내내 얘기할 정도로 충격적으로 맛있었습니다. 내장탕도 그렇게 내장 많은 것 처음 봤어요. 일행이 앞접시 한가득 나눠줘서 저도 배부르게 맛봤는데도 뚝배기에서 내장이 계속 나오더라구요. 비행기에서 내리자마자 서둘렀는데도 마감시간에 딱 맞게 도착해서 문에 걸린 close 사인보고 아쉬워하며 발길 돌리려는데 여자사장님이 마침 밖에 계시다가 흔쾌히 들여보내주셔서 정말 감사하게도 먹어 볼 수 있었어요. 이후 일정에서도 제주도 내 유명한 해장국집들 가봤지만 여기가 제일 맛있었어요. 다음에도 무조건 여기부터 가려구요. 친절하신 사장님, 계속 번창하세요^^/0 /0",,,,,,,,,,
바다를본돼지 제주협재판포본점,4,제주특별자치도 제주시 한경면 판포1길 16 1층,0507-1385-5536,1097,"육류,고기","흑돼지오겹살 & 흑목살 + 흑돼지오겹살 추가 + 동치미 열무국수멜조림에 쌈무에 백김치 구운거에 미나리.. 싸서 냠....또와야지 진짜 맛있고직원분들께서 바쁘신데도 잘 케어해주시면서 구워주심3명의 보디가드가 생긴느낌친절하구요.. 맛있구요....외국인 스탭분도,,, 아주머니 분들도,, 너무 친절하고 '잘' 구워주심.. 최고/0 /0 런치1인분 푸짐함 맛있음/0",,,,,,,,,,
고이정 본점,4.3,제주특별자치도 제주시 애월읍 애월로 6 A동 1층,064-799-0401,291,"육류,고기",리뷰조작 가스불임/0 리뷰조작은 어차피 다 드러나게 되어있어요~/0 맛있긴한데 '와 엄청 마싯다!' 이정돈 아님/0,,,,,,,,,,
원조미풍해장국 본점,3.5,제주특별자치도 제주시 중앙로14길 13,064-758-7522,100,해장국,맛때문에 다시오고 싶은 집/0 /0 10년전보다 조금 부족한듯하지만미풍은 구제주가 정답입니다.다른곳은 별로임/0,,,,,,,,,,
충민정,4.6,제주특별자치도 제주시 남성로 26-1,064-702-1337,320,한식,공항 근처라 접근성도 넘 좋고 생선 안좋아하는데도 갈때마다 먹을만큼 넘넘 맛있어요!직원분들도 친절하시고 너무 만족합니다!/0 내가 제주도에 다시는 오지 않겠다고 다짐한 마지막 계기/0 공항근처에있어 도착해서 혹은 집에가기전마지막 식사로 좋아보았어요!통갈치구이의 맛이 아직도 생각나네요아기의자와 식기도 준비되어있어 아이와 함께 맛보기에도 좋은 곳이었습니다!가시도 어느정도 다 발라주셔서 편하게 먹을 수 있었네요~공항근처 갈치맛집 찾으시면 들러보세요.͙ᐟ/0,,,,,,,,,,
솔지식당,,제주특별자치도 제주시 월랑로 88,064-749-0349,237,삼겹살,,,,,,,,,,,
일통이반,3.4,제주특별자치도 제주시 중앙로2길 25 1층,064-752-1028,488,"해물,생선",친절하시고 값비싼 성게알 철이 아니라도맛있게 먹었습니다 보말죽도 고소하고 좋았어요 아기 데리고 갔는데 친절하게 대해 주셔서 감사했어요!!!/0 장사가 잘되는것 대비 서비스 개념이 하나도 없이 손님 쳐내기 바쁜 직원들. 그걸 불구하고 올만한 이유가 있을까 싶은 인스타 맛집/0 식당에 화장실 나프탈렌 냄새가 진동을해서 화장실에서 밥먹는 느낌이에요.. 빨리먹고 나와버렸습니다 ㅠㅠ/0,,,,,,,,,,
애월그때그집,4.7,제주특별자치도 제주시 애월읍 애월해안로 97 1층,064-799-9229,316,"육류,고기",그냥저냥 맛있음 여기서 먹으려고 먼데서 올만한 정도는 아니고 동선에 겹치면 올만한... 맛은 고기가 좀 많이 느끼하고 그저그랬는데 종업원분들이 친절하셔서 별 하나 더 드림/0 자주오는단골집이에요 ᆢ양도푸짐하고항상친절합니다 굿 👍/0 고기는 말해뭐해고 식혜도 진짜 맛있으니까 꼭 드세요/0,,,,,,,,,,
성산 장인의집,4.7,제주특별자치도 서귀포시 성산읍 일주동로 3968 1층,0506-115-5302,196,국수,사람마다 입맛 다르긴 하지만 개인적으로는 소갈비 버섯 전골 맛있게 먹었습니다!!/0 평점4.7의 가게는 아닙니다 무난평범합니다21년 8월 별점5개 평가가 유난히 많네요/0 국물깡패집임. 국물이 진짜 이집의 무기입니다. 이런 국물은 처음 먹어봄아쉬운점: 만두 익히는 타이밍을 잘 못잡으시는 것 같음. 속까지 익으려면 정말 오래 기다려야하는듯./0,,,,,,,,,,
순수한둠비,4.5,제주특별자치도 제주시 서문로 37-11 1층,064-747-1361,139,한식,동네 맛집이에요/0 먹을만해요/0,,,,,,,,,,
제주김만복 애월점,3.9,제주특별자치도 제주시 애월읍 애월해안로 255 2층,064-748-9989,372,한식,밍밍하고 비싸도 김치도없고 뷰때문이라면 김밥만요.../0 그냥 음식시키지 마시고 앉아서 뷰만 보고 가세요. 상한 음식 내오고도 사과 한마디 없네요. 다른 음식도 맛이 심각해요./0 가격이 싼것도 아니고 맛이 그렇게 맛있는것도 아닌..해물 라면은 정말 많이 아쉬운…/0,,,,,,,,,,
제주어멍 통갈치 제주공항본점,4.1,제주특별자치도 제주시 서해안로 372,064-747-8288,323,"해물,생선",통갈치구이👍존맛탱 입니다❤️/0 리뷰조작 너무 만화~~/0,,,,,,,,,,
소금바치순이네,4.3,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,064-784-1230,833,"해물,생선",비위생적/0 갑자기 쉬는날이 있는듯 허탕침/0 경치와 비쥬얼은 좋은데 맛은 그닥 맛은 별루 불맛 덥기위해 양념이 타서 다소 입에 걸리적 거리고 양념탄맛이 살짝 베였음/0,,,,,,,,,,
갈치요리전문점 만족한상회,4.6,제주특별자치도 서귀포시 중문상로 58-5 1층,064-763-1388,141,한식,"정말 행복한 한상 먹고 감사해서 후기 씁ㄴ다.멋없는게 없어요 모든게 다~~ 맛있어요^^/0 이주pick...이거하나먹으러 제주도다시오고싶은심정2인상 가격도 너무적당하고다른데보다 가격이싸서 맛이덜한가했는데조림도 순살이고.. 간장게장은 왜 또 맛있는지..여행의첫날 첫식사부터 기분이너무좋았습니다😭😭😭/0 상호명대로 가족들이 다 만족한 식당이었습니다.통갈치구이 시켰는데, 해체쇼도 보고, 불타는 새우도 보고.. 다시 가고 싶어요./0",,,,,,,,,,
문개항아리 조천본점,4.6,제주특별자치도 제주시 조천읍 조함해안로 217-1,070-4224-4775,628,"해물,생선",전망도 좋고 음식도 맛나요/0 맛잇어서 재방문햇던곳인데이번엔 라면발에서쩐내? 묵은내 엄청 심해서그거 빼곤 쏘쏘/0 라면 맛있게 먹고 갔습니다 ♡/0,,,,,,,,,,
큰돈가 중문점,4.4,제주특별자치도 서귀포시 천제연로 89 1~2층,064-739-0722,21,"육류,고기","4.6점/5점 (제주도)제주도에서 수없이 갔던 흑돼지집 중에 으뜸입니다. 제주도 갈 때마다 들리는 집입니다. (제주 흑돼지는 비싸기만 하고 육지 돼지랑 차이없다고 생각한다면 한번 가보시기 바랍니다. 제가 그랬습니다)가격은 여타 흑돼지집처럼 비싼 편이지만 맛이 그만큼 훌륭합니다. 고기가 굉장히 두껍고 신선하여, 미디움~미디움웰던 정도로 익혀 먹는 것이 가장 맛 좋고 육즙 가득하여 육향이 좋습니다.(어차피 직원이 구워주기에 신경 안 써도 됩니다)백돼지와 흑돼지의 가격 차이가 다소 있지만, 흑돼지의 맛이 월등하기에 무조건 흑돼지를 추천합니다.돼지 김치찌개는 육향이 풍부하고 칼칼하니 맛이 좋지만, 가격을 생각하면 선듯 추천하기 어렵습니다.분위기는 손님이 많아 굉장히 어수선하고 웨이팅의 확률이 높으며, 직원들은 친절합니다. 주차공간은 있지만 넓은 편이 아닙니다.본점을 더 추천드리지만, 위치 및 접근성 상 중문점 방문이 제주도 일정에 더 수월할 듯 합니다./0 그냥 맛있음 ㅠㅠ 다시 제주놀러오면 또 올거에요/0 재방문 의사 100점 만점 200점/0",,,,,,,,,,
돈이랑 본점,4.6,제주특별자치도 서귀포시 일주서로 953,064-738-9277,2680,"육류,고기",,,,,,,,,,,
은혜전복,4.1,제주특별자치도 제주시 애월읍 애월로1길 24-3,064-799-9060,1230,"굴,전복",진짜 쓰레기...악평 남기는일 잘 없는데 제주도에서 이렇게 창렬한곳에서 처음먹어봐요 맘 급해서 걍 간건데 다음부턴 잘찾아봐야겠네요 전복 3개인가 들어있는데 전복물회 17000원ㅋㅋㄱ아니 다른 회가 들어있는줄알 앗는데 ㄹㅇ 전복 몇조각이랑 야채조금...전복돌솥밥도 ㄹㅇ 전복 몇조각 올려놓고 17000원...진짜 이런데는 망해야돼요 제주도에 맛있는데 많은데 이딴데 팔아주지마세요 제발 진짜 돈아까움/0 /0 맛은 둘째치고 너무 불친절해요사장님으로 보이시는 분은 계속 종업원 혼내고 불편하게 밥 먹었네요/0,,,,,,,,,,
안녕협재씨 제주협재점,,제주특별자치도 제주시 한림읍 금능길 12 1층,064-796-0624,1002,"해물,생선",,,,,,,,,,,
연동마라도횟집,3.6,제주특별자치도 제주시 신광로8길 3,064-746-2286,93,회,"가격대는 있지만 맛있었음 4명이서 먹었는데 양도 진짜 많음 자주는 아니여도 어쩌다한번 가볼만함/0 방문날짜: 21.09.07주차 : 자리없음맛 : 무난 - 화장실 최악 (아직도..) / 위생..배탈 안난게 다행 / 인당 가격으로 그 근처중 비쌌음 //0 한때 가성비 좋은 맛집으로 도민과 관광객의 사랑을 받던 가게입니다. 겨울엔 대방어 해체쇼도 볼 수 있고 고등어회 갈치회 참새우튀김 방어특수부위등 별미가 가득한 집이었죠.유명해지고 손님이 많아지니 욕심이 과해졌나봅니다. 확장한 가건물의 테이블은 위생이 최악이고 기본적인 설거지 조차 되어 있지 않습니다. 주차 불편한걸 감내하고도 가던 곳인데 이젠 갈 이유가 없네요가격은 정말 제주에서 가장 비쌀 정도로 올랐네요. 십수년 단골이었는데 오랜만에 제주와서 정말 실망하고 다시는 안가리라 결심합니다. 많은 변화가 필요해 보입니다사진은 인당 9.5만원짜리 , 5인상 입니다/0 ",,,,,,,,,,
동해미락,3.9,제주특별자치도 서귀포시 칠십리로 133,064-733-5921,68,회,"주말 저녁에 다녀왔어요~~~~~! 렌트한 차라 운전이 좀 서투른데 주차도 해주시고 깔끔하게 잘 먹고 배부르게 나왔어요~~~!/0 애들 맛있는거 먹이려고 찾아간 식당. 코스로 먹었더니 싱싱한 해산물도 나오고 회는 먹다가 찍기 그래서 못찍었음..애들은 밥먹고 잠깐 물고기 구경도 하고 좋은 하루./0 어르신들과 제주도 놀러가서 한번쯤은 괜찮은 곳 모시고 가고 싶어서 여행계획 짜던중에 찾은 곳인데 자리도 넓어서 불편하지 않았고, 어르신들 먹는 속도에 맞춰서 다음 코스가 나와서 잘 대접받는 느낌이었고, 맛도 괜찮았습니다!!/0",,,,,,,,,,
은희네해장국 서귀포점,4.2,제주특별자치도 서귀포시 516로 84,064-767-0039,120,해장국,지나는길에 우연히 들러서 아주 맛있게 먹었던 곳 입니다.다대기가 포함되어 나오는데 주문할때 빼달라고 하면 깔끔한 맛도 느낄수 있어요./0 /0,,,,,,,,,,
모살물,3.7,제주특별자치도 제주시 삼무로3길 14,064-713-0309,133,회,회 좋아하면 추천! 제주시 주당들 다 모여있는 곳이라 정신없는건 단점이지만 식사에 집중하면 뮤트됨./0,,,,,,,,,,
제주에가면,,제주특별자치도 제주시 탑동로 119 1층,064-758-2119,1118,한식,,,,,,,,,,,
애월 우니담,3.6,제주특별자치도 제주시 애월읍 고내로13길 107 2층,064-799-5433,140,한식,장어덮밥과 성게 미역국 비빔밥등 다 좋았어요/0 진국이에요 경치도 너무 좋고 맛도 최고에요제주도 갈때마다 들러요다음에도 가야지 ^^강추/0,,,,,,,,,,
부두식당,4.4,제주특별자치도 서귀포시 대정읍 하모항구로 62,064-794-1223,742,회,밥은 언제한지모르는제고 밥 케케한냄새칼치는 냉동칼치에 신선함 떨어짐고등회는 맛잇엇음 나쁜감정은. 없습니다단지 신경좀더써시라고 글올려봅니다번창하세요~/0 진짜 이런거 잘 쓰는편도 아니고 계산할때 불친절하다고 대놓고 말하는 성격도 아닙니다. 제주도 살고 있고 (제주도 산다고 말씀 드린건제주도 사는 저도 이기분인데여행온 분들은 저보다 더 기분좋게 먹으러 올텐데라는 생각으로 적었습니다.) 기분 좋게 먹으러가서 그냥 먹지도 않고 나온 경우는 처음이네요 주문하고 30분이 지나 안나와 언제나오냐했는데주문지 밀린거 안보이냐고 말씀해주셨던 아주머니적어도 서비스업이라면 안에들어가서 확인은 한 번 해주셔야 되는게 맞는거라고 생각들고요결국 음식나오고 기분나빠 안먹고계산하면서 사장님으로 보이는 분에게직원이 너무 불친절하다고 말씀드렸으나사과는 커녕 어떤 직원이냐고저분이냐고 말하니 직원한테 말하겠다이러면 다인걸까요 우선 최소한 사과부터 하셔야된다고 생각합니다.바쁘면 그럴 수 있지란 말도 있고그렇게 보여 참는것 도 있겠지만 이건 상상 이상이네요 정말 기분 좋게 갔다가 기분 더럽히고 왔습니다카맵 광고다 네이버 광고다 해도 적어도 같이 동행한 현지인도 몇년전에 갔을때 이 집 괜찮았다 라고 해서 온 집인데 그 일행이먼저 일어나자고 한거면 말 다한거같네요다신 안갈거고 주변 지인한테도 절대 가지말라고 할거같네요아 별 1개도 왜 드려야되는지 ㅎㅎㅎㅎ모든 음식점이 개취라지만 .이집은 정말 최악입니다친절한가게보다 불친절한 가게가 인상이 깊고기억이 남는게 참 아이러니 하네요 이게 마케팅인가요?!ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ/0 리뷰알바아님?/0,,,,,,,,,,
